"Symbol","Company name","Listing date","Sector","Market Cap"
"14D","1414 DEGREES LIMITED","2018-09-12","Capital Goods",30046569
"1AD","ADALTA LIMITED","2016-08-22","Health Care",34324619
"1AG","ALTERRA LIMITED","2008-05-16","Consumer Services",10650256
"1ST","1ST GROUP LIMITED","2015-06-09","Health Care",8916955
"2BE","TUBI LIMITED","2019-06-14","Energy","N/A"
"360","LIFE360 INC.","2019-05-10","Technology",945445895
"3DA","AMAERO INTERNATIONAL LTD","2019-12-06","Capital Goods",122075417
"3DP","POINTERRA LIMITED","2008-03-27","Technology",354492134
"3MF","3D METALFORGE LIMITED","2021-03-02","Consumer Services",31369682
"3PL","3P LEARNING LIMITED..","2014-07-09","Consumer Services",363576684
"4DS","4DS MEMORY LIMITED","2010-12-09","Semiconductors & Semiconductor Equipment",217956493
"4DX","4DMEDICAL LIMITED","2020-08-07","Health Care",376882938
"5GG","PENTANET LIMITED","2021-01-29","Class Pend",225181294
"5GN","5G NETWORKS LIMITED","2017-11-17","Telecommunication Services",113689817
"88E","88 ENERGY LIMITED","2000-01-20","Energy",284043989
"8CO","8COMMON LIMITED","2014-08-27","Technology",33084110
"8EC","8IP EMERGING COMPANIES LIMITED","2015-12-01","Miscellaneous","N/A"
"8IH","8I HOLDINGS LTD","2014-12-17","Finance",61499045
"8VI","8VI HOLDINGS LIMITED","2015-12-16","Consumer Services",121227056
"92E","92 ENERGY LIMITED","2021-04-15","Energy",22833825
"9SP","9 SPOKES INTERNATIONAL LIMITED","2016-06-09","Technology",25386733
"A1G","AFRICAN GOLD LTD.","2019-02-14","Basic Industries",23245250
"A1M","AIC MINES LIMITED","1993-11-04","Basic Industries",19927355
"A2B","A2B AUSTRALIA LIMITED","1999-12-14","Transportation",157764195
"A2M","THE A2 MILK COMPANY LIMITED","2015-03-31","Food, Beverage & Tobacco",4103627561
"A3D","AURORA LABS LIMITED","2016-08-16","Capital Goods",11620132
"A4N","ALPHA HPA LIMITED","2007-10-22","Basic Industries",429273046
"A8G","AUSTRALASIAN GOLD LIMITED","2021-05-13","Basic Industries",7290391
"AAC","AUSTRALIAN AGRICULTURAL COMPANY LIMITED.","2001-08-10","Food, Beverage & Tobacco",750444600
"AAJ","ARUMA RESOURCES LIMITED","2010-07-23","Basic Industries",6887498
"AAP","AUSTRALIAN AGRICULTURAL PROJECTS LIMITED","2004-01-07","Food, Beverage & Tobacco",5490749
"AAR","ANGLO AUSTRALIAN RESOURCES NL","1986-11-13","Basic Industries",53599763
"AAU","ANTILLES GOLD LIMITED","1993-11-25","Basic Industries",14635624
"AAUNB","ANTILLES GOLD LIMITED","1993-11-25","Basic Industries",14635624
"ABA","AUSWIDE BANK LTD","1994-09-19","Finance",274773562
"ABB","AUSSIE BROADBAND LIMITED","2020-10-16","Class Pend",472043264
"ABC","ADBRI LIMITED","1962-05-31","Basic Industries",2166723483
"ABL","ABILENE OIL AND GAS LIMITED","1974-01-01","Energy","N/A"
"ABP","ABACUS PROPERTY GROUP","2002-11-14","Real Estate",2463960367
"ABR","AMERICAN PACIFIC BORATES LIMITED","2017-07-28","Basic Industries",546642879
"ABV","ADVANCED BRAKING TECHNOLOGY LTD","2002-05-28","Automobiles & Components",15165951
"ABX","AUSTRALIAN BAUXITE LIMITED.","2009-12-24","Basic Industries",21816518
"ABY","ADORE BEAUTY GROUP LIMITED","2020-10-23","Retailing",388734173
"AC8","AUSCANN GROUP HOLDINGS LTD","1989-05-03","Health Care",50662918
"ACB","A-CAP ENERGY LIMITED","2006-05-19","Energy",56672516
"ACF","ACROW FORMWORK AND CONSTRUCTION SERVICES LIMITED","2008-06-27","Capital Goods",80976056
"ACL","AUSTRALIAN CLINICAL LABS LIMITED","2021-05-14","Health Care",720547434
"ACP","AUDALIA RESOURCES LIMITED","2011-07-06","Basic Industries",24224767
"ACQ","ACORN CAPITAL INVESTMENT FUND LIMITED","2014-05-01","Miscellaneous",107562419
"ACR","ACRUX LIMITED","2004-09-29","Health Care",38187916
"ACS","ACCENT RESOURCES NL","2005-08-26","Basic Industries",23301364
"ACU","ACUMENTIS GROUP LIMITED","2003-12-05","Real Estate",18285593
"ACW","ACTINOGEN MEDICAL LIMITED","2007-10-16","Health Care",190964233
"AD1","AD1 HOLDINGS LIMITED","2016-06-23","Consumer Services",23573800
"AD8","AUDINATE GROUP LIMITED","2017-06-30","Technology",579687104
"ADA","ADACEL TECHNOLOGIES LIMITED","1998-02-27","Technology",68487488
"ADD","ADAVALE RESOURCES LIMITED","1992-02-06","Energy",25239632
"ADH","ADAIRS LIMITED","2015-06-17","Retailing",808188419
"ADI","APN INDUSTRIA REIT","2013-12-03","Real Estate",687893338
"ADN","ANDROMEDA METALS LIMITED","1996-09-17","Basic Industries",453752844
"ADO","ANTEOTECH LTD","2000-04-07","Health Care",624847628
"ADR","ADHERIUM LIMITED","2015-08-26","Health Care",34011730
"ADS","ADSLOT LTD.","1987-12-17","Technology",57478182
"ADT","ADRIATIC METALS PLC","2018-05-01","Basic Industries",544970885
"ADV","ARDIDEN LTD","2005-10-25","Basic Industries",21493542
"ADX","ADX ENERGY LTD","1987-01-29","Energy",20393606
"ADY","ADMIRALTY RESOURCES NL.","1983-12-01","Basic Industries",20864425
"AEE","AURA ENERGY LIMITED","2006-05-30","Energy","N/A"
"AEF","AUSTRALIAN ETHICAL INVESTMENT LIMITED","2002-12-17","Finance",950795187
"AEG","ABSOLUTE EQUITY PERFORMANCE FUND LIMITED","2015-12-16","Miscellaneous",92556291
"AEI","AERIS ENVIRONMENTAL LTD","2000-09-12","Consumer Services",40231593
"AER","AEERIS LTD","2015-04-01","Consumer Services",7496732
"AEV","AVENIRA LIMITED","2006-10-10","Basic Industries",6902823
"AFA","ASF GROUP LIMITED","1985-05-29","Finance",55490840
"AFG","AUSTRALIAN FINANCE GROUP LTD","2015-05-22","Finance",756838357
"AFI","AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED","1962-06-30","Miscellaneous",9205109374
"AFL","AF LEGAL GROUP LTD","2003-09-19","Consumer Services",46435789
"AFP","AFT PHARMACEUTICALS LIMITED","2015-12-22","Health Care",445936011
"AFR","AFRICAN ENERGY RESOURCES LIMITED","2007-04-18","Energy",13082173
"AFW","APPLYFLOW LIMITED","2010-11-30","Consumer Services",12682976
"AGC","AUSTRALIAN GOLD AND COPPER LTD","2021-01-20","Basic Industries",16500000
"AGD","AUSTRAL GOLD LIMITED","1997-04-18","Basic Industries",99255424
"AGE","ALLIGATOR ENERGY LIMITED","2011-02-03","Energy",82750969
"AGG","ANGLOGOLD ASHANTI LIMITED","1999-11-16","Basic Industries",12023454478
"AGH","ALTHEA GROUP HOLDINGS LIMITED","2018-09-21","Health Care",94454474
"AGI","AINSWORTH GAME TECHNOLOGY LIMITED","2001-12-17","Consumer Services",328374081
"AGJ","AGRICULTURAL LAND TRUST","2003-04-10","Real Estate","N/A"
"AGL","AGL ENERGY LIMITED.","2006-10-12","Utilities",5059034383
"AGN","ARGENICA THERAPEUTICS LIMITED",,"Class Pend",0
"AGR","AGUIA RESOURCES LIMITED","2008-02-13","Basic Industries",21573520
"AGS","ALLIANCE RESOURCES LIMITED","1994-10-19","Basic Industries",36402998
"AGY","ARGOSY MINERALS LIMITED","1997-04-03","Basic Industries",116275268
"AHC","AUSTCO HEALTHCARE LIMITED","2004-09-24","Health Care",28418895
"AHF","AUSTRALIAN DAIRY NUTRITIONALS GROUP","2006-06-30","Food, Beverage & Tobacco",24081521
"AHI","ADVANCED HUMAN IMAGING LTD","2015-08-17","Technology",211361934
"AHK","ARK MINES LIMITED","2011-05-09","Basic Industries","N/A"
"AHN","ATHENA RESOURCES LIMITED","2006-11-22","Basic Industries","N/A"
"AHQ",,"2012-05-29","Basic Industries",
"AHX","APIAM ANIMAL HEALTH LIMITED","2015-12-15","Health Care",118535610
"AHY","ASALEO CARE LIMITED","2014-06-27","Household & Personal Products",768518325
"AIA","AUCKLAND INTERNATIONAL AIRPORT LIMITED","1999-02-22","Transportation",10086975288
"AIB","AURORA GLOBAL INCOME TRUST","2007-12-24","Miscellaneous",696679
"AIM","ACCESS INNOVATION HOLDINGS LIMITED","2020-09-15","Consumer Services",186043054
"AIQ","ALTERNATIVE INVESTMENT TRUST","2005-05-08","Miscellaneous",32211218
"AIR","ASTIVITA LIMITED","2009-12-16","Capital Goods",17117421
"AIS","AERIS RESOURCES LIMITED","2011-02-02","Basic Industries",307109949
"AIV","ACTIVEX LIMITED","2006-04-11","Basic Industries",30998218
"AIY","AUTHORISED INVESTMENT FUND LIMITED","1999-03-19","Miscellaneous","N/A"
"AIZ","AIR NEW ZEALAND LIMITED","1997-10-01","Transportation",1746022775
"AJJ","ASIAN AMERICAN MEDICAL GROUP LIMITED","2007-03-19","Health Care",13214605
"AJL","AJ LUCAS GROUP LIMITED","1999-08-10","Capital Goods",34692312
"AJM","ALTURA MINING LIMITED","2001-01-08","Basic Industries","N/A"
"AJQ","ARMOUR ENERGY LIMITED","2012-04-26","Energy",41305035
"AJX","ALEXIUM INTERNATIONAL GROUP LIMITED","1999-12-22","Basic Industries",33930454
"AJY","ASAPLUS RESOURCES LIMITED","2012-11-16","Basic Industries",8160000
"AKG","ACADEMIES AUSTRALASIA GROUP LIMITED","1977-06-01","Consumer Services",36370123
"AKL","AUCKLAND REAL ESTATE TRUST","2005-09-23","Real Estate",63470299
"AKM","ASPIRE MINING LIMITED","2007-02-06","Basic Industries",39088048
"AKNDA","AUKING MINING LIMITED","2007-10-29","Basic Industries",0
"AKO","AKORA RESOURCES LIMITED","2020-12-15","Basic Industries",15869548
"AKP","AUDIO PIXELS HOLDINGS LIMITED","2004-12-24","Consumer Durables",675853514
"AL3","AML3D LIMITED","2020-04-20","Capital Goods",36070013
"AL8","ALDERAN RESOURCES LIMITED","2017-06-09","Basic Industries",16684701
"ALB","ALBION RESOURCES LIMITED","2021-04-30","Basic Industries",8360000
"ALC","ALCIDION GROUP LIMITED","2011-06-24","Health Care",482111764
"ALD","AMPOL LIMITED","1980-12-31","Energy",6803524926
"ALG","ARDENT LEISURE GROUP LIMITED","2018-11-30","Consumer Services",460517775
"ALI","ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED","2015-07-03","Miscellaneous",328293886
"ALK","ALKANE RESOURCES LIMITED","1980-10-07","Basic Industries",553711584
"ALL","ARISTOCRAT LEISURE LIMITED","1996-07-09","Consumer Services",26212237358
"ALQ","ALS LIMITED","1952-07-18","Consumer Services",5972431020
"ALT","ANALYTICA LIMITED","2000-10-25","Health Care",13198546
"ALU","ALTIUM LIMITED","1999-08-04","Technology",3709821044
"ALX","ATLAS ARTERIA","2010-01-25","Transportation",5897962090
"ALY","ALCHEMY RESOURCES LIMITED","2007-11-26","Basic Industries",13444869
"AM7","ARCADIA MINERALS LIMITED",,"Basic Industries",0
"AMA","AMA GROUP LIMITED","2006-08-31","Consumer Services",408113364
"AMC","AMCOR PLC","1969-08-28","Basic Industries",23697357611
"AMD","ARROW MINERALS LTD","2005-10-28","Basic Industries",9992863
"AME","ALTO METALS LIMITED","2012-12-20","Basic Industries",41423896
"AMH","AMCIL LIMITED","2000-02-10","Miscellaneous",342060190
"AMI","AURELIA METALS LIMITED","2007-05-08","Basic Industries",549459244
"AML","AEON METALS LIMITED.","2007-06-14","Basic Industries",60303706
"AMN","AGRIMIN LIMITED","2007-10-09","Basic Industries",109766262
"AMO","AMBERTECH LIMITED","2004-12-10","Technology",18772307
"AMP","AMP LIMITED","1998-06-15","Finance",3866174146
"AMS","ATOMOS LIMITED","2018-12-28","Consumer Durables",213020839
"AMT","ALLEGRA ORTHOPAEDICS LIMITED","2007-12-05","Health Care",28203985
"AMX","AEROMETREX LIMITED","2019-12-10","Consumer Services",84960000
"AND","ANSARADA GROUP LIMITED","2020-02-14","Technology",106453580
"ANG","AUSTIN ENGINEERING LIMITED","2004-03-09","Capital Goods",72509290
"ANL","AMANI GOLD LIMITED","2006-12-14","Basic Industries",24773993
"ANN","ANSELL LIMITED","1985-08-22","Health Care",5310025376
"ANO","ADVANCE NANOTEK LIMITED","2005-02-24","Basic Industries",227954468
"ANP","ANTISENSE THERAPEUTICS LIMITED","2001-12-20","Health Care",117767650
"ANR","ANATARA LIFESCIENCES LTD","2014-10-16","Health Care",12291742
"ANW","AUS TIN MINING LTD","2010-10-21","Basic Industries",12716787
"ANX","ANAX METALS LIMITED","2004-06-15","Basic Industries",34318021
"ANZ","AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED","1969-09-30","Finance",81695505078
"AO1","ASSETOWL LIMITED","2011-05-30","Technology",3195031
"AOA","AUSMON RESOURCES LIMITED","2009-03-31","Basic Industries",4518956
"AOF","AUSTRALIAN UNITY OFFICE FUND","2016-06-20","Real Estate",445479114
"AON","APOLLO MINERALS LIMITED","2007-10-31","Basic Industries",35923329
"AOP","APOLLO CONSOLIDATED LIMITED","2005-06-29","Basic Industries",89472383
"AOU","AUROCH MINERALS LTD","2011-09-01","Basic Industries",55705613
"APA","APA GROUP","2000-06-13","Utilities",10890420217
"APC","AUSTRALIAN POTASH LIMITED","2011-12-20","Basic Industries",76168417
"APD","APN PROPERTY GROUP","2005-06-23","Real Estate",296593239
"APE","EAGERS AUTOMOTIVE LIMITED","1957-04-17","Retailing",3982463143
"APG","AUSTPAC RESOURCES NL","1986-07-24","Basic Industries",6465326
"APH","AUSTRALIAN PRIMARY HEMP LIMITED","2003-12-23","Food, Beverage & Tobacco",42506259
"API","AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED","1997-06-16","Health Care",578870841
"APL","ANTIPODES GLOBAL INVESTMENT COMPANY LTD","2016-10-18","Miscellaneous",533690223
"APT","AFTERPAY LIMITED","2017-06-29","Technology",26856263485
"APV","APPSVILLAGE AUSTRALIA LIMITED","2019-08-27","Technology",8194548
"APW","AIMS PROPERTY SECURITIES FUND","2004-12-17","Real Estate",49732438
"APX","APPEN LIMITED","2015-01-07","Technology",1649109619
"APZ","ASPEN GROUP","1991-04-11","Real Estate",147205515
"AQC","AUSTRALIAN PACIFIC COAL LIMITED","1999-12-17","Basic Industries",6310601
"AQD","AUSQUEST LIMITED","2003-11-25","Basic Industries",19756556
"AQI","ALICANTO MINERALS LIMITED","2012-09-19","Basic Industries",40983433
"AQR","APN CONVENIENCE RETAIL REIT","2017-07-27","Real Estate",444347172
"AQS","AQUIS ENTERTAINMENT LIMITED","2011-12-02","Consumer Services",27771158
"AQX","ALICE QUEEN LIMITED","2004-09-09","Basic Industries",19785386
"AQZ","ALLIANCE AVIATION SERVICES LIMITED","2011-12-20","Transportation",698072845
"AR9","ARCHTIS LIMITED","2018-09-21","Technology",54442814
"ARA","ARIADNE AUSTRALIA LIMITED","1982-10-12","Consumer Services",106952086
"ARB","ARB CORPORATION LIMITED.","1987-06-26","Automobiles & Components",3469265956
"ARC","AUSTRALIAN RURAL CAPITAL LIMITED",,,3498721
"ARD","ARGENT MINERALS LIMITED","2008-04-03","Basic Industries",48192183
"ARE","ARGONAUT RESOURCES NL","1986-01-23","Basic Industries",23302972
"ARF","ARENA REIT.","2013-06-13","Real Estate",1178699431
"ARG","ARGO INVESTMENTS LIMITED","1963-03-31","Miscellaneous",6358667759
"ARL","ARDEA RESOURCES LIMITED","2017-02-09","Basic Industries",63835291
"ARN","ALDORO RESOURCES LIMITED","2018-09-13","Basic Industries",28110671
"ARO","ASTRO RESOURCES NL","1986-08-14","Basic Industries",18820965
"ARR","AMERICAN RARE EARTHS LIMITED","2011-02-17","Basic Industries",27382724
"ART","AIRTASKER LIMITED","2021-03-23","Consumer Services",481998784
"ARU","ARAFURA RESOURCES LIMITED","2003-11-05","Basic Industries",181471018
"ARV","ARTEMIS RESOURCES LIMITED","2007-03-16","Basic Industries",68205859
"ARX","AROA BIOSURGERY LIMITED","2020-07-24","Health Care",354857169
"AS1","ANGEL SEAFOOD HOLDINGS LTD","2018-02-21","Food, Beverage & Tobacco",25044102
"ASB","AUSTAL LIMITED","1998-12-08","Capital Goods",812601204
"ASG","AUTOSPORTS GROUP LIMITED.","2016-11-16","Retailing",518580000
"ASH","ASHLEY SERVICES GROUP LIMITED","2014-08-21","Consumer Services",63349398
"ASM","AUSTRALIAN STRATEGIC Basic Industries LIMITED","2020-07-30","Basic Industries",662653529
"ASN","ANSON RESOURCES LIMITED","2010-07-08","Basic Industries",51866943
"ASO","ASTON MINERALS LIMITED","2011-03-04","Basic Industries",186068499
"ASP","ASPERMONT LIMITED.","2000-04-27","Consumer Services",70196943
"ASQ","AUSTRALIAN SILICA QUARTZ GROUP LTD","2007-10-22","Basic Industries",48238868
"AST","AUSNET SERVICES LIMITED","2005-12-14","Utilities",6671162815
"ASW","ADVANCED SHARE REGISTRY LIMITED","2008-06-10","Finance",36962370
"ASX","ASX LIMITED","1998-10-14","Finance",14763567054
"AT1","ATOMO DIAGNOSTICS LIMITED","2020-04-16","Health Care",96661627
"ATC","ALTECH CHEMICALS LTD","2010-01-27","Basic Industries",65610589
"ATH","ALTERITY THERAPEUTICS LIMITED","2000-03-28","Health Care",60436484
"ATL","APOLLO TOURISM & LEISURE LTD","2016-11-04","Automobiles & Components",83767909
"ATM","ANEKA TAMBANG (PERSERO) TBK (PT)","1999-08-09","Basic Industries","N/A"
"ATP","ATLAS PEARLS LTD","1993-12-31","Consumer Durables",7701692
"ATR","ASTRON CORPORATION LIMITED","1983-11-11","Basic Industries",69811934
"ATS","AUSTRALIS OIL & GAS LIMITED","2016-07-25","Energy",55727328
"ATU","ATRUM COAL LIMITED","2012-07-24","Basic Industries",23277266
"ATX","AMPLIA THERAPEUTICS LIMITED","2013-12-23","Health Care",26157098
"AU1","THE AGENCY GROUP AUSTRALIA LTD","2007-12-18","Real Estate",21000253
"AUA","AUDEARA LIMITED","2021-05-18","Consumer Durables",15225000
"AUB","AUB GROUP LIMITED","2005-11-16","Insurance",1442684001
"AUC","AUSGOLD LIMITED","2009-12-16","Basic Industries",82438176
"AUH","AUSTCHINA HOLDINGS LIMITED","2003-03-17","Energy",11438871
"AUI","AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED","1974-01-01","Miscellaneous",1189578826
"AUK","AUMAKE LIMITED.","2011-12-07","Retailing",14521863
"AUL","AUSTAR GOLD LIMITED","2006-11-22","Basic Industries",22351128
"AUN","AURUMIN LIMITED","2020-12-09","Basic Industries",23329805
"AUP","AURORA PROPERTY BUY-WRITE INCOME TRUST","2007-07-26","Miscellaneous","N/A"
"AUQ","ALARA RESOURCES LIMITED","2007-05-24","Basic Industries",9876009
"AUR","AURIS MINERALS LIMITED","2001-03-15","Basic Industries",27167680
"AUT","AUTECO MINERALS LTD","2005-09-21","Basic Industries",144964052
"AUZ","AUSTRALIAN MINES LIMITED",,,71306169
"AV1","ADVERITAS LIMITED","2012-12-18","Technology",39261538
"AVA","AVA RISK GROUP LIMITED","2015-05-11","Technology",86986585
"AVC","AUCTUS INVESTMENT GROUP LIMITED","2011-08-10","Finance",67577280
"AVE","AVECHO BIOTECHNOLOGY LIMITED","1993-08-09","Health Care",34748999
"AVG","AUSTRALIAN VINTAGE LTD","1992-03-26","Food, Beverage & Tobacco",220355836
"AVH","AVITA MEDICAL INC.","2020-06-24","Health Care",563933444
"AVJ","AVJENNINGS LIMITED","1994-01-27","Real Estate",229520361
"AVL","AUSTRALIAN VANADIUM LIMITED","2007-02-21","Basic Industries",55673017
"AVN","AVENTUS GROUP","2015-10-16","Real Estate",1687160052
"AVR","ANTERIS TECHNOLOGIES LTD","2004-03-24","Health Care",53530646
"AVW","AVIRA RESOURCES LTD","2013-01-09","Basic Industries",8250240
"AVZ","AVZ MINERALS LIMITED","2007-09-14","Basic Industries",435924776
"AWC","ALUMINA LIMITED","1961-10-31","Basic Industries",4976383630
"AWJ","AURIC MINING LIMITED","2021-02-12","Basic Industries",14793015
"AWN","AWN HOLDINGS LIMITED","2003-06-04","Capital Goods",32274163
"AWV","ANOVA METALS LIMITED","2011-05-18","Basic Industries",34394261
"AX1","ACCENT GROUP LIMITED","2004-07-07","Retailing",1506389468
"AX8","ACCELERATE RESOURCES LIMITED","2018-02-14","Basic Industries",6430760
"AXE","ARCHER Basic Industries LIMITED","2007-08-14","Basic Industries",171787775
"AXI","AXIOM PROPERTIES LIMITED","1997-01-31","Real Estate",26828247
"AXT","ARGO EXPLORATION LIMITED","2006-12-11","Basic Industries","N/A"
"AYI","A1 INVESTMENTS & RESOURCES LTD","2007-10-02","Finance",16421946
"AYM","AUSTRALIA UNITED MINING LIMITED","2011-09-19","Basic Industries",14740620
"AZIDA","ALTA ZINC LIMITED","2009-12-24","Basic Industries",0
"AZJ","AURIZON HOLDINGS LIMITED","2010-11-22","Transportation",6663348415
"AZS","AZURE MINERALS LIMITED","2003-12-16","Basic Industries",92425716
"AZY","ANTIPA MINERALS LIMITED","2011-04-20","Basic Industries",139681293
"BAP","BAPCOR LIMITED","2014-04-24","Retailing",2776394250
"BAR","BARRA RESOURCES LIMITED","2000-12-12","Basic Industries",15584986
"BAS","BASS OIL LIMITED","2004-09-30","Energy",8355350
"BAT","BATTERY MINERALS LIMITED","2012-10-29","Basic Industries",44908018
"BBC","BNK BANKING CORPORATION LIMITED","2012-05-22","Finance",73528891
"BBL","BRISBANE BRONCOS LIMITED","1989-05-12","Consumer Services",50981129
"BBN","BABY BUNTING GROUP LIMITED","2015-10-14","Retailing",788455958
"BBX","BBX MINERALS LIMITED","2005-08-12","Basic Industries",115907253
"BC8","BLACK CAT SYNDICATE LIMITED","2018-01-30","Basic Industries",98479367
"BCA","BLACK CANYON LIMITED","2021-05-05","Basic Industries",11920151
"BCB","BOWEN COKING COAL LIMITED","1995-06-22","Basic Industries",62462547
"BCC","BEAM COMMUNICATIONS HOLDINGS LIMITED","1986-11-06","Technology",17637444
"BCI","BCI MINERALS LIMITED","2006-12-15","Basic Industries",239683933
"BCK","BROCKMAN MINING LIMITED","2011-01-11","Basic Industries",417565446
"BCN","BEACON MINERALS LIMITED","2006-10-20","Basic Industries",129006941
"BCT","BLUECHIIP LIMITED","2011-06-09","Technology",16740654
"BD1","BARD1 LIFE SCIENCES LIMITED","1991-04-18","Health Care",168119102
"BDA","BOD AUSTRALIA LIMITED","2016-10-27","Retailing",42329568
"BDC","BARDOC GOLD LIMITED","2007-12-12","Basic Industries",128409046
"BDG","BLACK DRAGON GOLD CORP.","2018-08-29","Basic Industries",11529328
"BDM","BURGUNDY DIAMOND MINES LIMITED","2013-01-04","Basic Industries",101104198
"BEE","BROO LTD","2016-10-14","Food, Beverage & Tobacco",16077800
"BEL","BENTLEY CAPITAL LIMITED","1986-11-07","Miscellaneous",7993431
"BEM","BLACKEARTH MINERALS NL","2018-01-19","Basic Industries",26278944
"BEN","BENDIGO AND ADELAIDE BANK LIMITED","1985-12-19","Finance","N/A"
"BET","BETMAKERS TECHNOLOGY GROUP LTD","2015-12-11","Consumer Services",946279872
"BEX","BIKEEXCHANGE LIMITED","2021-02-09","Class Pend",71783997
"BFC","BESTON GLOBAL FOOD COMPANY LIMITED","2015-08-28","Food, Beverage & Tobacco",84267441
"BFG","BELL FINANCIAL GROUP LIMITED","2007-12-12","Finance",561301909
"BFL","BSP FINANCIAL GROUP LIMITED","2021-05-25","Class Pend",0
"BGA","BEGA CHEESE LIMITED","2011-08-19","Food, Beverage & Tobacco",1809710704
"BGL","BELLEVUE GOLD LIMITED","2005-12-20","Basic Industries",779213856
"BGP","BRISCOE GROUP AUSTRALASIA LIMITED","2017-07-20","Retailing",901353015
"BGT","BIO-GENE TECHNOLOGY LTD","2017-11-29","Basic Industries",25773727
"BHD","BENJAMIN HORNIGOLD LIMITED","2017-05-12","Miscellaneous",7005020
"BHL","BOYUAN HOLDINGS LIMITED","2016-10-31","Real Estate","N/A"
"BHP","BHP GROUP LIMITED","1885-08-13","Basic Industries",140958989299
"BID","BILL IDENTITY LIMITED","2011-01-27","Technology",91124706
"BIN","BINGO INDUSTRIES LIMITED","2017-05-03","Consumer Services",2246517575
"BIQ","BUILDINGIQ, INC","2015-12-17","Technology","N/A"
"BIR","BIR FINANCIAL LIMITED","2006-07-31","Finance",1218756
"BIS","BISALLOY STEEL GROUP LIMITED","2003-06-23","Basic Industries",45967851
"BIT","BIOTRON LIMITED","2001-01-24","Health Care",36500501
"BKG","BOOKTOPIA GROUP LIMITED","2020-12-03","Retailing",357134177
"BKI","BKI INVESTMENT COMPANY LIMITED","2003-12-12","Miscellaneous",1112198905
"BKL","BLACKMORES LIMITED","1985-05-02","Household & Personal Products",1373208952
"BKT","BLACK ROCK MINING LIMITED","2003-12-10","Basic Industries",136092196
"BKW","BRICKWORKS LIMITED","1962-06-30","Basic Industries",3171399198
"BKY","BERKELEY ENERGIA LIMITED","2003-09-16","Energy",151504412
"BLD","BORAL LIMITED.","2000-02-21","Basic Industries",8287685842
"BLG","BLUGLASS LIMITED","2006-09-22","Semiconductors & Semiconductor Equipment",40464364
"BLU","BLUE ENERGY LIMITED.","1994-10-13","Energy",98337306
"BLX","BEACON LIGHTING GROUP LIMITED","2014-04-15","Retailing",436593349
"BLY","BOART LONGYEAR LIMITED","2007-04-05","Basic Industries",30979130
"BLZ","BLAZE INTERNATIONAL LIMITED","1996-09-12","Energy",13222505
"BMG","BMG RESOURCES LIMITED","2004-05-12","Basic Industries",13919516
"BMH","BAUMART HOLDINGS LIMITED","2015-06-19","Capital Goods",28948951
"BML","BOAB METALS LIMITED","2004-07-15","Basic Industries",60161267
"BMN","BANNERMAN RESOURCES LIMITED","2005-04-28","Energy",225936178
"BMO","BASTION MINERALS LIMITED","2021-03-16","Basic Industries",14036834
"BNL","BLUE STAR HELIUM LIMITED","1994-11-24","Energy",43927202
"BNO","BIONOMICS LIMITED","1999-12-21","Health Care",190700665
"BNR","BULLETIN RESOURCES LIMITED","2010-12-20","Basic Industries",12550515
"BNZ","BENZ MINING CORP.","2020-12-23","Basic Industries",93002431
"BOA","BOADICEA RESOURCES LIMITED","2012-10-11","Basic Industries",16779351
"BOC","BOUGAINVILLE COPPER LIMITED","1970-12-31","Basic Industries",258685313
"BOE","BOSS ENERGY LTD","2007-07-25","Basic Industries",398698354
"BOL","BOOM LOGISTICS LIMITED","2003-10-14","Capital Goods",62027260
"BOQ","BANK OF QUEENSLAND LIMITED.","1971-08-24","Finance",5735961589
"BOT","BOTANIX PHARMACEUTICALS LTD","1985-01-24","Health Care",67146803
"BPH","BPH ENERGY LTD","2004-08-06","Health Care",62502423
"BPM","BPM MINERALS LIMITED","2020-12-30","Basic Industries",21475500
"BPP","BABYLON PUMP & POWER LIMITED","1996-12-13","Capital Goods",25328106
"BPT","BEACH ENERGY LIMITED","1972-06-30","Energy",2897293743
"BRB","BREAKER RESOURCES NL","2012-04-20","Basic Industries",61909777
"BRG","BREVILLE GROUP LIMITED","1999-05-25","Consumer Durables",3815314478
"BRI","BIG RIVER INDUSTRIES LIMITED","2017-05-01","Basic Industries",174956502
"BRK","BROOKSIDE ENERGY LIMITED","2005-10-31","Energy",61668560
"BRL","BATHURST RESOURCES LIMITED.","2013-06-21","Basic Industries",56414036
"BRN","BRAINCHIP HOLDINGS LTD","2011-11-09","Technology",981593601
"BRU","BURU ENERGY LIMITED","2008-09-01","Energy",85131879
"BRV","BIG RIVER GOLD LTD","2004-02-06","Basic Industries",82249014
"BSA","BSA LIMITED","1999-11-15","Consumer Services",140854952
"BSE","BASE RESOURCES LIMITED","2008-10-02","Basic Industries",353403555
"BSL","BLUESCOPE STEEL LIMITED","2002-07-15","Basic Industries",10695806475
"BSM","BASS METALS LTD","2005-10-20","Basic Industries",26308742
"BSR","BASSARI RESOURCES LIMITED","2008-01-07","Basic Industries","N/A"
"BSX","BLACKSTONE MINERALS LIMITED","2017-01-23","Basic Industries",124437071
